Row ID,age,workclass,education,marital,occupation,relationship,race,gender,income
103,19,*******,************,*************,*************,**************,*****,******,<=50K
104,20,*******,*******,*************,************,*************,*****,******,<=50K
105,53,*********,*******,******************,***************,*******,*****,****,>50K
106,36,*******,*******,******************,************,*******,******************,****,<=50K
107,19,*******,*******,*************,****************,*********,*****,****,<=50K
108,38,*********,*********,******************,***************,*******,*****,****,<=50K
109,42,*******,*******,********,*************,*********,*****,******,<=50K
110,37,*******,*********,*************,************,*********,*****,******,<=50K
111,40,*******,*******,*********,*****************,*************,*****,****,<=50K
112,34,*******,*******,*************,*************,*********,*****,******,<=50K
113,56,*******,****,*********,*****************,*************,*****,******,<=50K
114,30,*******,****,*************,*****************,**************,******************,****,<=50K
115,45,*******,*******,*********************,************,*********,*****,******,<=50K
116,26,****************,*********,*************,*****,*************,*****,****,<=50K
117,29,*********,*********,*************,************,*************,*****,******,<=50K
118,43,*******,*******,*************,*****************,*********,*****,******,<=50K
119,39,***********,***,******************,*****************,*******,*****,****,>50K
120,34,*********,************,******************,*************,****,*****,******,<=50K
121,33,*******,************,******************,************,*******,*****,****,<=50K
122,52,*******,*******,*************,*************,*********,*****,****,<=50K
123,59,*******,*******,********,************,*************,*****,****,<=50K
124,47,*******,*********,*********************,************,*************,*****,******,<=50K
125,59,*******,*******,******************,*************,*******,*****,****,>50K
126,22,*******,************,******************,****************,*******,*****,****,>50K
127,55,****************,*********,******************,***************,*******,*****,****,<=50K
128,31,*******,*******,******************,************,****,*****,******,>50K
129,48,*******,*********,*********,*****,*************,*****,****,>50K
130,24,*******,*********,*************,************,*********,*****,****,<=50K
131,25,*******,************,*************,**************,*************,*****,******,<=50K
132,31,*******,*******,******************,****************,*******,*****,****,>50K
133,27,*******,*******,*************,****************,*************,*****,****,<=50K
134,57,****************,************,******************,************,*******,*****,****,>50K
135,37,*******,**********,******************,***************,*******,*****,****,<=50K
136,35,****************,*******,******************,***************,*******,*****,****,<=50K
137,37,*******,************,******************,************,*******,*****,****,>50K
138,58,****************,*******,******************,***************,*******,*****,****,<=50K
139,51,*********,*******,******************,***************,*******,*****,****,<=50K
140,31,*******,****,*************,************,*************,*****,****,<=50K
141,31,*******,*******,******************,*****************,*******,*****,****,<=50K
142,27,*******,*******,*************,*************,*************,*****,******,<=50K
143,32,*********,************,*********************,***************,*********,*****,****,<=50K
144,24,*******,*******,*************,************,*********,*****,****,<=50K
145,34,*******,*******,******************,****************,*******,*****,****,<=50K
146,35,****************,*******,******************,***************,*******,*****,****,<=50K
147,27,*******,****,*************,*************,*********,*****,****,<=50K
148,39,*******,*******,******************,**************,*******,*****,****,>50K
149,46,*******,*******,*************,*****************,*********,*****,****,<=50K
150,53,*********,*********,******************,**************,****,*****,******,>50K
151,33,*******,*********,******************,***************,*******,*****,****,>50K
152,33,*******,*******,*************,**************,*************,*****,****,<=50K
153,41,*********,*********,*************,**************,*********,*****,******,<=50K
154,24,***********,************,*************,***************,*********,*****,****,<=50K
155,44,************,************,******************,***************,*******,*****,****,>50K
156,84,************,************,******************,*****,*******,*****,****,>50K
157,47,****************,***********,******************,**************,*******,*****,****,>50K
158,46,*********,*********,********,************,*************,*****,******,>50K
159,17,*******,***,*************,*****************,**************,*****,****,<=50K
160,23,*******,************,*************,*****************,*********,*****,****,<=50K
161,22,*******,*********,*************,**************,*************,******************,******,>50K
162,18,*******,****,******************,*************,*******,*****,****,<=50K
163,22,*******,*******,********,*****************,*********,*****,******,<=50K
164,36,***********,************,*********,************,*************,*****,****,<=50K
165,48,*********,***********,******************,**************,*******,******************,****,>50K
166,39,************,************,******************,**************,*******,*****,****,<=50K
167,57,************,*********,******************,***************,*******,*****,****,>50K
168,32,*********,*******,******************,****************,*******,*****,****,<=50K
169,17,*******,****,*************,************,*********,*****,******,<=50K
170,38,*******,*******,******************,*****************,****,*****,******,<=50K
171,21,*******,************,*************,************,*********,*****,****,<=50K
172,56,*******,*********,******************,*****,*******,*****,****,>50K
173,63,*******,*******,******************,************,*******,*****,****,<=50K
174,50,****************,**********,*************,*****,*************,*****,******,<=50K
175,68,****************,*******,******************,***************,*******,*****,****,<=50K
176,45,*********,*********,******************,***************,*******,*****,****,>50K
177,17,*********,***,*************,*************,*********,*****,****,<=50K
178,39,*******,*******,*************,***************,*************,*****,******,<=50K
179,43,*********,*******,******************,*************,*******,******************,****,<=50K
180,54,*******,*******,******************,****************,*******,*****,****,<=50K
181,23,*******,*******,*************,*************,*********,*****,******,<=50K
182,24,*******,*******,*************,************,*************,*****,****,<=50K
183,48,***********,*******,******************,************,****,*****,******,>50K
184,51,*******,*******,********,************,*************,*****,******,<=50K
185,33,*******,**********,******************,*************,****,*****,******,>50K
186,31,*******,*********,********,***************,*************,*****,****,<=50K
187,25,*******,*********,*************,************,*********,*****,****,<=50K
188,51,*******,*******,******************,************,*******,*****,****,<=50K
189,40,*******,*******,******************,*****************,*******,*****,****,<=50K
190,39,*********,**********,*************,****************,*************,*****,****,<=50K
191,43,*******,****,******************,*****,*******,*****,****,<=50K
192,39,*******,************,******************,************,*******,*****,****,>50K
193,77,****************,*********,*******,**************,*************,*****,******,<=50K
194,24,*******,************,******************,************,****,*****,******,<=50K
195,44,*******,*******,******************,************,*******,*****,****,>50K
196,50,*******,************,********,*************,*************,*****,****,<=50K
197,30,*******,*******,******************,*****************,*******,*****,****,<=50K
198,40,*******,*******,******************,***************,*******,*****,****,>50K
199,42,*******,*******,*************,************,**************,*****,****,<=50K
200,38,*******,*******,********,*****************,*************,*****,****,<=50K
201,44,*********,*********,*************,***************,*************,*****,****,<=50K
202,23,*******,************,*************,*************,*************,*****,****,<=50K
203,23,*******,*******,*************,****************,*********,*****,****,<=50K
204,19,*******,************,*************,*************,*********,*****,****,<=50K
205,36,*******,*********,*************,**************,*********,*****,******,>50K
206,34,*******,*******,******************,***************,*******,******************,****,>50K
207,34,************,************,******************,*****,*******,*****,****,>50K
208,29,*******,************,******************,************,*******,*****,****,<=50K
209,36,*******,************,********,***************,*********,*****,******,<=50K
210,19,*******,************,*************,*************,*********,*****,****,<=50K
211,28,*******,*********,*************,************,*************,*****,****,<=50K
212,19,*******,*******,*************,*****************,*********,*****,****,<=50K
213,30,*******,*********,******************,**************,*******,*****,****,>50K
214,58,****************,****,******************,************,*******,*****,****,<=50K
215,42,************,*********,******************,***************,*******,*****,****,>50K
216,58,***********,*********,*********,**************,*************,*****,****,>50K
217,42,*******,*******,******************,***************,****,*****,******,<=50K
218,57,*********,************,******************,*****************,*******,*****,****,>50K
219,55,*******,*******,******************,****************,*******,*****,****,>50K
220,46,*******,************,******************,*************,****,*****,******,<=50K
221,59,*********,*******,*******,************,*************,*****,****,<=50K
222,28,*******,*******,********,************,*************,*****,******,<=50K
223,31,*******,*******,*************,*****,*************,*****,******,<=50K
224,29,************,*********,********,**************,*************,*****,******,<=50K
225,24,*******,****,******************,************,*******,*****,****,<=50K
226,61,*********,*******,******************,*****************,*******,*****,****,<=50K
227,36,*******,*********,******************,**************,*******,*****,****,>50K
228,51,*******,*******,*************,*************,*************,*****,******,<=50K
229,52,*******,****,********,*************,**************,*****,******,<=50K
230,19,*******,****,*************,*************,*********,*****,****,<=50K
231,20,*******,************,*************,*************,*************,*****,******,<=50K
232,39,*******,*******,******************,*****************,*******,*****,****,>50K
233,22,*******,************,*************,*****,*********,*****,****,<=50K
234,34,***********,*******,********,************,*************,*****,******,<=50K
235,18,****************,*******,******************,*************,****,*****,******,<=50K
236,35,*******,*********,*********************,***************,*********,*****,******,<=50K
237,59,****************,************,******************,*****,*******,*****,****,<=50K
238,25,*******,************,*********,************,*********,*****,******,<=50K
239,26,*******,************,*************,*****************,*********,*****,****,<=50K
240,28,*******,****,*************,*****************,*********,*****,******,<=50K
241,66,*******,*******,*************,************,*************,******************,******,<=50K
242,48,*********,*********,******************,**************,****,*****,******,>50K
243,60,*********,************,*******,***************,*************,*****,****,<=50K
244,33,****************,*******,*************,****************,*************,*****,****,<=50K
245,18,*******,************,*************,*************,*********,*****,******,<=50K
246,49,*********,************,*************,************,*************,*****,******,<=50K
247,42,*******,************,******************,************,*******,*****,****,>50K
248,38,*******,*********,******************,************,****,*****,******,<=50K
249,50,*******,*******,******************,****************,*******,*****,****,>50K
250,30,*******,************,******************,************,*******,******************,****,>50K
251,36,*******,*******,*************,*************,*********,*****,****,<=50K
252,35,*******,*******,******************,************,*******,*****,****,<=50K
253,38,*******,************,******************,***************,*******,*****,****,<=50K
254,27,************,*********,******************,*************,****,*****,******,>50K
255,28,*******,*********,*************,*****,*************,*****,****,<=50K
256,36,*******,*********,******************,**************,*******,*****,****,>50K
257,25,*******,*******,******************,*****,*********,*****,****,>50K
258,41,*******,*******,********,************,*************,*****,****,<=50K
259,44,*******,*******,*************,**************,*************,*****,******,<=50K
260,34,*******,************,******************,*****,*******,*****,****,<=50K
261,49,*******,************,******************,************,*******,*****,****,>50K
262,44,*******,*********,******************,*****,*******,*****,****,<=50K
263,45,*******,****,********,*************,*********,*****,******,<=50K
264,39,*******,*******,******************,***************,****,*****,******,>50K
265,47,*******,*******,********,************,*********,*****,****,<=50K
266,25,*******,*********,*************,**************,*************,*****,******,<=50K
267,56,*******,****,******************,*****,*******,*****,****,<=50K
268,40,*********,*******,*************,***************,*************,*****,****,<=50K
269,61,*******,*********,*********************,*************,*************,******************,****,<=50K
270,45,*******,************,********,***************,*************,*****,******,<=50K
271,18,*******,************,*************,*************,*************,*****,******,<=50K
272,46,*******,*********,******************,************,*******,*****,****,>50K
273,44,************,*******,******************,***************,*******,*****,****,>50K
274,34,*******,************,******************,*****************,*******,*****,****,<=50K
275,30,*********,*********,******************,************,*******,*****,****,>50K
276,24,*******,****,********,*****************,*********,*****,******,<=50K
277,30,*******,*********,******************,**************,*******,*****,****,>50K
278,22,*******,*********,*************,************,*********,*****,******,<=50K
279,47,****************,************,******************,************,*******,*****,****,<=50K
280,37,*******,*******,******************,***************,*******,*****,****,<=50K
281,46,*******,*******,******************,************,*******,*****,****,<=50K
282,17,*******,****,*************,************,**************,*****,******,<=50K
283,64,*******,************,******************,***************,*******,*****,****,<=50K
284,40,*******,**********,******************,************,*******,*****,****,>50K
285,20,*******,*******,*************,************,**************,*****,****,<=50K
286,58,*******,*******,******************,*****************,*******,*****,****,<=50K
287,47,*******,*********,********,************,*************,*****,******,<=50K
288,27,*******,*******,*************,************,*************,*****,******,<=50K
289,37,****************,************,******************,************,****,*****,******,<=50K
290,64,*******,*******,********,************,*********,*****,****,<=50K
291,36,*********,*********,*************,**************,*************,*****,****,<=50K
292,59,****************,*********,*******,**************,*************,*****,******,>50K
293,60,*******,*********,******************,*************,*******,*****,****,<=50K
294,35,****************,************,******************,*****,*******,*****,****,>50K
295,40,*******,************,******************,************,*******,*****,****,<=50K
296,19,*******,************,*************,*****,**************,*****,******,<=50K
297,51,****************,*********,********,*****,*************,*****,****,>50K
298,43,****************,************,********,************,*********,*****,******,<=50K
299,25,*******,*******,*************,*****************,*************,*****,****,<=50K
300,22,*******,*******,*************,*************,*********,*****,****,<=50K
301,19,*******,************,*************,*****,*********,*****,******,<=50K
302,28,*******,************,******************,**************,*******,*****,****,<=50K
303,55,*******,*********,*************,**************,*************,*****,****,<=50K
304,49,*******,****,*************,*************,*********,*****,******,<=50K
305,39,*******,*******,*************,************,*************,*****,******,<=50K
306,17,*******,****,*************,*************,*********,*****,****,<=50K
307,31,*******,*********,******************,************,*******,*****,****,>50K
308,41,*******,************,********,***************,*************,*****,******,<=50K
309,50,************,*********,*******,*****,*********,*****,****,>50K
310,25,*******,*******,******************,************,*******,*****,****,<=50K
311,42,*******,*********,******************,************,*******,*****,****,<=50K
312,25,*********,*********,*************,***************,*************,*****,****,<=50K
313,33,****************,*******,******************,************,*******,*****,****,<=50K
314,49,*******,***,******************,************,*******,*****,****,<=50K
315,62,*******,************,*******,***************,*********,*****,******,<=50K
316,39,****************,*******,******************,*****,*******,*****,****,>50K
317,49,*******,************,******************,************,*******,*****,****,<=50K
318,47,*******,*********,******************,***************,*******,*****,****,>50K
319,36,*******,*********,******************,*****,*******,*****,****,>50K
320,65,****************,***********,*************,**************,*************,*****,****,<=50K
321,48,****************,***********,********,**************,*********,*****,****,>50K
322,35,*******,*******,******************,************,*******,*****,****,<=50K
323,21,*******,*******,*************,*************,*********,*****,****,<=50K
324,68,*******,*******,*******,*************,*********,*****,******,<=50K
325,55,*******,************,********,*****,*************,*****,******,<=50K
326,27,*******,*********,******************,************,*******,******************,****,>50K
327,35,*******,*********,******************,*****,*******,*****,****,>50K
328,22,*********,************,******************,***************,*******,*****,****,>50K
329,29,*******,************,*********,***************,*************,*****,******,<=50K
330,19,*******,****,*************,************,*********,******************,******,<=50K
331,34,*******,************,********,*************,*************,*****,******,<=50K
332,31,*******,*******,******************,***************,****,*****,******,<=50K
333,28,*******,***,*************,*************,**************,*****,****,<=50K
334,33,*******,*******,******************,*****************,*******,*****,****,<=50K
335,50,*******,*********,*********,*****,*************,*****,****,>50K
336,38,****************,***********,******************,**************,*******,*****,****,>50K
337,40,*******,*******,******************,**************,*******,*****,****,>50K
338,42,*******,*********,******************,************,*******,*****,****,<=50K
339,49,*********,************,******************,*****************,*******,*****,****,>50K
340,30,*******,*******,*************,*************,*********,*****,******,<=50K
341,55,*********,*******,******************,**************,**************,*****,******,>50K
342,22,*******,************,*************,*****,*********,*****,******,<=50K
343,48,************,***********,******************,**************,*******,*****,****,>50K
344,18,*******,*******,*************,*****,*********,*****,******,<=50K
345,45,*********,*********,******************,****************,*******,******************,****,<=50K
346,34,*******,************,*********,*****************,*************,*****,****,<=50K
347,49,*********,************,******************,*****************,*******,*****,****,>50K
348,45,*******,*******,******************,*****************,*******,*****,****,<=50K
349,33,*******,****,******************,*************,*******,*****,****,<=50K
350,31,*******,************,******************,*****,*******,*****,****,<=50K
351,25,*******,**********,********,************,*********,*****,******,<=50K
352,56,*********,************,******************,***************,*******,*****,****,<=50K
353,50,*******,****,********,***************,*************,*****,******,<=50K
354,38,*******,*******,********,************,*********,*****,****,<=50K
355,41,*******,*******,******************,***************,*******,*****,****,<=50K
356,22,************,*******,*************,***************,*********,*****,****,<=50K
357,34,*******,*******,******************,*************,*******,*****,****,<=50K
358,60,*******,***,******************,*****************,*******,*****,****,<=50K
359,33,*******,*********,******************,***************,*******,*****,****,>50K
360,40,*******,***********,******************,**************,*******,*****,****,>50K
361,26,*******,************,******************,***************,****,*****,******,<=50K
362,32,*******,*******,******************,*****************,*******,*****,****,<=50K
363,40,*******,*******,******************,*****,*******,*****,****,>50K
364,43,*******,*******,******************,**************,*******,*****,****,>50K
365,33,*******,*********,*************,**************,*************,*****,****,<=50K
366,46,*******,*******,******************,*************,*********,*****,******,<=50K
367,54,*******,*******,******************,**************,*******,*****,****,>50K
368,46,*******,*******,******************,************,****,*****,******,<=50K
369,45,*********,************,********,************,*************,*****,******,<=50K
370,43,*******,*********,******************,***************,*******,*****,****,>50K
371,28,*********,**********,******************,***************,*******,*****,****,>50K
372,24,*******,*********,******************,**************,*******,*****,****,>50K
373,33,*******,************,******************,************,****,*****,******,<=50K
374,38,*********,*******,******************,****************,*******,*****,****,<=50K
375,26,*********,*******,*************,*****************,*********,******************,****,<=50K
376,31,*******,************,********,************,*************,*****,******,<=50K
377,47,*******,*********,******************,***************,*******,*****,****,>50K
378,52,*********,************,*********,***************,*********,*****,****,<=50K
379,53,***********,*******,******************,************,*******,*****,****,>50K
380,23,*******,*******,*************,*****************,*************,*****,****,<=50K
381,39,*******,*******,*************,*************,*************,*****,****,<=50K
382,62,*******,*********,******************,*****************,*******,*****,****,<=50K
383,20,*******,************,*************,***************,*********,*****,******,<=50K
384,23,*******,*******,******************,*****************,*******,*****,****,<=50K
385,46,*******,*********,********,***************,*************,*****,******,<=50K
386,25,*******,****,*************,*****************,*********,*****,****,<=50K
387,46,*******,***********,******************,**************,*******,*****,****,>50K
388,37,*******,*******,******************,************,****,*****,******,>50K
389,26,*******,*******,*************,*****************,*********,*****,******,<=50K
390,50,*******,****,*************,*****************,**************,*****,******,<=50K
391,42,*******,************,******************,****************,*******,*****,****,<=50K
392,54,*******,*********,******************,***************,*******,*****,****,>50K
393,23,*******,************,******************,*****,*******,*****,****,<=50K
394,29,*******,*******,********,*************,*********,*****,******,<=50K
395,22,*******,****,*************,*************,*********,*****,******,<=50K
396,27,*******,*********,*************,************,*********,*****,****,<=50K
397,60,***********,*********,********,**************,*********,*****,****,>50K
398,21,*******,************,*************,************,*********,*****,****,<=50K
399,36,*******,****,*********,*****,*********,******************,******,<=50K
400,42,*******,*******,******************,*****************,*******,*****,****,<=50K
401,51,*******,************,******************,**************,*******,*****,****,>50K
402,56,************,*******,******************,*****,*******,*****,****,>50K
403,42,*******,************,******************,************,*******,*****,****,>50K
404,62,*******,*******,********,*****************,*************,*****,******,<=50K
405,56,*******,************,********,************,*************,*****,****,<=50K
406,39,*******,**********,******************,************,*******,*****,****,>50K
407,24,*******,*********,*************,**************,*************,*****,******,<=50K
408,37,*********,*********,******************,**************,****,*****,******,>50K
409,23,*********,*********,*************,************,*************,*****,****,<=50K
410,34,*******,*******,******************,**************,*******,*****,****,>50K
411,37,*******,*******,******************,************,*******,*****,****,<=50K
412,33,*******,****,******************,************,*******,*****,****,>50K
413,52,*******,************,******************,***************,*******,*****,****,<=50K
414,27,*******,*******,*************,************,*********,*****,****,<=50K
415,59,*******,*********,******************,**************,*******,*****,****,>50K
416,22,*********,*******,*************,*************,*********,*****,******,<=50K
417,26,*******,*********,*************,************,**************,*****,****,<=50K
418,41,************,*********,******************,*****,*******,*****,****,<=50K
419,30,****************,*********,******************,***************,*******,*****,****,<=50K
420,24,*******,*******,*************,************,*************,*****,******,<=50K
421,50,*******,*******,*************,***************,*************,*****,****,<=50K
422,54,*******,*********,******************,*****,*******,*****,****,>50K
423,45,*******,*******,*************,***************,*************,*****,******,>50K
424,21,*******,*******,*************,***************,*************,*****,****,<=50K
425,53,*******,*******,******************,*****,****,*****,******,<=50K
426,30,*******,*******,*************,************,*************,*****,****,<=50K
427,30,*******,*******,******************,*****,*******,*****,****,<=50K
428,28,*******,****,*****************,*************,****,*****,******,<=50K
429,26,************,*********,*************,************,*********,*****,******,<=50K
430,47,*********,************,******************,*************,*******,*****,****,>50K
431,61,*********,*******,******************,***************,*******,*****,****,<=50K
432,45,*******,************,******************,****************,*******,*****,****,>50K
433,40,*******,************,********,*****************,*************,*****,****,<=50K
434,37,*******,*******,******************,************,*******,*****,****,>50K
435,41,*********,************,********,***************,*********,*****,******,<=50K
436,38,*******,*******,******************,*****,*******,*****,****,<=50K
437,22,*******,*********,*************,**************,*************,*****,******,<=50K
438,50,****************,*******,******************,***************,*******,*****,****,>50K
439,31,*******,*********,*************,*************,**************,*****,******,<=50K
440,51,*********,************,*************,***************,*************,*****,****,<=50K
441,27,*******,************,*************,************,*************,*****,******,<=50K
442,33,*******,*********,*************,**************,*********,*****,****,<=50K
443,47,*********,************,*************,************,*************,*****,****,<=50K
444,42,*********,*********,********,**************,*********,*****,******,<=50K
445,56,*******,*******,*******,************,*********,*****,******,<=50K
446,62,*******,*******,******************,***************,*******,*****,****,>50K
447,37,*******,*******,*************,*****************,*********,*****,****,<=50K
448,29,*******,*********,*************,***************,*************,*****,******,<=50K
449,25,*******,*********,*************,*****,*********,*****,****,<=50K
450,34,****************,*******,******************,************,*******,*****,****,<=50K
451,24,*******,************,******************,*****************,*******,*****,****,<=50K
452,33,*******,*******,*************,***************,*************,*****,****,<=50K
453,29,*******,*********,*************,***************,*************,*****,****,<=50K
454,25,*******,************,*************,************,*************,*****,****,<=50K
455,49,***********,*********,******************,***************,*******,*****,****,>50K
456,48,*******,*********,******************,***************,*******,*****,****,>50K
457,25,*******,****,*********,*************,*********,*****,******,<=50K
458,49,*******,*******,******************,***************,*******,*****,****,>50K
459,33,****************,*********,*************,************,*********,*****,****,<=50K
460,37,****************,*******,******************,***************,*******,*****,****,>50K
461,43,*******,************,*************,*************,*************,*****,****,<=50K
462,31,*******,*******,********,*****************,**************,*****,****,<=50K
463,27,*******,************,*************,****************,*************,*****,****,<=50K
464,41,*******,*********,********,*****************,*************,*****,****,<=50K
465,18,*******,****,*************,*************,*********,*****,****,<=50K
466,42,*******,*********,******************,**************,*******,*****,****,>50K
467,33,*********,************,********,************,*********,*****,******,<=50K
468,47,*******,*******,*************,**************,*************,*****,******,<=50K
469,39,***********,*********,*************,************,*************,*****,****,<=50K
470,24,*******,*******,******************,*****************,*******,*****,****,<=50K
471,48,*******,*******,*********,************,*********,*****,****,<=50K
472,27,*******,*******,*************,************,*********,*****,******,<=50K
473,53,****************,*******,*************,************,*************,*****,****,<=50K
474,40,*******,************,******************,***************,****,*****,******,>50K
475,25,*******,*********,*************,***************,*************,*****,******,>50K
476,23,*******,************,*************,************,*************,*****,****,<=50K
477,51,*******,*******,*******,*************,*********,*****,******,<=50K
478,35,*******,**********,******************,*************,****,*****,******,>50K
479,20,*******,************,*************,************,*********,*****,******,<=50K
480,29,*******,**********,******************,************,*******,*****,****,<=50K
481,38,*******,*******,******************,***************,*******,*****,****,<=50K
482,47,*******,*******,******************,************,*******,*****,****,<=50K
483,51,*********,*******,*************,**************,*********,*****,****,<=50K
484,36,****************,*********,******************,***************,*******,*****,****,<=50K
485,21,*******,*********,*************,***************,*************,*****,****,<=50K
486,17,*******,****,*************,*****,*********,*****,******,<=50K
487,47,*******,*******,******************,************,*******,*****,****,>50K
488,51,*******,*******,******************,****************,*******,*****,****,<=50K
489,51,****************,*******,******************,************,*******,*****,****,>50K
490,48,*********,*******,*************,**************,*************,*****,******,<=50K
491,47,*******,****,********,*************,*********,*****,******,<=50K
492,30,****************,*********,********,************,*************,*****,****,<=50K
493,50,*******,*********,******************,**************,*******,*****,****,<=50K
494,45,*******,*******,******************,************,*******,*****,****,>50K
495,27,*******,*******,******************,***************,*******,*****,****,<=50K
496,40,****************,*******,******************,***************,*******,*****,****,<=50K
