age,workclass,education,marital,occupation,relationship,race,gender,income
33,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
36,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
40,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,<=50K
35,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,<=50K
23,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,<=50K
33,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,Black,Male,>50K
40,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,<=50K
19,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,<=50K
32,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
30,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
53,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
28,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
25,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50K
26,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,<=50K
40,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,<=50K
51,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
35,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
26,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<=50K
19,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,<=50K
22,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,<=50K
24,Private,Some-college,Never-married,Sales,Own-child,White,Female,<=50K
21,Private,Some-college,Never-married,Sales,Own-child,White,Male,<=50K
22,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,<=50K
22,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,<=50K
36,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,>50K
30,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
20,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,<=50K
22,Private,Some-college,Never-married,Other-service,Own-child,White,Female,<=50K
34,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
66,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<=50K
20,Private,Some-college,Never-married,Other-service,Own-child,White,Male,<=50K
31,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50K
23,Private,HS-grad,Never-married,Adm-clerical,Own-child,Black,Female,<=50K
18,Private,12th,Never-married,Other-service,Own-child,White,Male,<=50K
29,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
34,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,<=50K
38,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,>50K
29,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
33,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,<=50K
32,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
31,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,<=50K
28,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,<=50K
23,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,<=50K
47,Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,<=50K
30,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
36,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
32,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50K
37,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
40,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,<=50K
17,Private,11th,Never-married,Sales,Own-child,White,Male,<=50K
56,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
31,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,<=50K
35,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
22,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,<=50K
21,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,<=50K
19,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,<=50K
34,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
58,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,<=50K
30,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,<=50K
25,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,<=50K
39,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
47,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
30,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,<=50K
62,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
38,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
42,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
19,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,<=50K
45,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
44,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,<=50K
20,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,<=50K
22,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,<=50K
26,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,<=50K
22,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
30,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,<=50K
21,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,<=50K
28,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,<=50K
32,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,<=50K
43,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
59,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
27,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,<=50K
43,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
43,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
23,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,<=50K
23,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,<=50K
22,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,<=50K
52,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
27,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,<=50K
37,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
45,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
33,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
19,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,<=50K
54,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
26,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,<=50K
54,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
28,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,<=50K
27,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
48,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
51,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50K
49,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
26,Private,Bachelors,Never-married,Sales,Own-child,White,Male,<=50K
38,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,>50K
25,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,<=50K
19,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,<=50K
19,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,<=50K
26,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,>50K
39,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,>50K
32,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
61,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,>50K
32,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
17,Private,10th,Never-married,Sales,Own-child,White,Female,<=50K
22,Private,Some-college,Never-married,Protective-serv,Not-in-family,White,Male,<=50K
24,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,<=50K
25,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Female,<=50K
51,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
20,Private,Some-college,Never-married,Sales,Other-relative,White,Female,<=50K
30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
28,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,<=50K
34,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
41,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,>50K
19,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,<=50K
59,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,<=50K
20,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,<=50K
37,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
45,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
37,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,<=50K
47,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,<=50K
63,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
28,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,<=50K
46,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,<=50K
20,Private,Some-college,Never-married,Sales,Own-child,White,Female,<=50K
46,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
36,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
19,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,<=50K
25,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
39,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
38,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,<=50K
35,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,>50K
42,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
51,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,>50K
56,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,>50K
31,Private,11th,Never-married,Craft-repair,Not-in-family,White,Male,<=50K
20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,<=50K
49,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,<=50K
19,Private,12th,Never-married,Other-service,Own-child,White,Male,<=50K
29,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
21,State-gov,Some-college,Never-married,Other-service,Own-child,White,Female,<=50K
30,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
42,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,>50K
60,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<=50K
51,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
47,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<=50K
25,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,<=50K
20,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,<=50K
30,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,<=50K
22,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Male,<=50K
31,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,<=50K
17,Private,11th,Never-married,Other-service,Own-child,White,Male,<=50K
20,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,<=50K
60,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,<=50K
27,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,<=50K
58,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
34,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,<=50K
34,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,<=50K
23,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,<=50K
19,Private,HS-grad,Never-married,Sales,Own-child,White,Male,<=50K
25,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,<=50K
28,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,<=50K
38,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
36,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,<=50K
32,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,<=50K
26,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,<=50K
53,Self-emp-not-inc,10th,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50K
32,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
55,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,>50K
29,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,<=50K
35,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,<=50K
24,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,<=50K
21,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,<=50K
35,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,<=50K
29,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,<=50K
24,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,<=50K
45,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
48,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50K
30,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,<=50K
28,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,>50K
31,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
46,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
20,Private,Some-college,Never-married,Other-service,Own-child,White,Male,<=50K
27,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,<=50K
23,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
18,Private,11th,Never-married,Sales,Own-child,White,Female,<=50K
39,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
48,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
37,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
45,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
35,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
60,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
24,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,<=50K
49,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,>50K
43,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,<=50K
24,Private,Some-college,Never-married,Other-service,Unmarried,White,Female,<=50K
25,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,<=50K
34,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,<=50K
17,Private,11th,Never-married,Sales,Own-child,White,Female,<=50K
40,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,>50K
45,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,<=50K
31,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,<=50K
38,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<=50K
18,Private,11th,Never-married,Other-service,Own-child,White,Male,<=50K
35,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
23,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,<=50K
55,Private,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
49,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,>50K
41,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,<=50K
31,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<=50K
23,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,<=50K
34,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
29,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
36,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
21,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,<=50K
34,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,<=50K
39,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,<=50K
39,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
21,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,<=50K
25,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,<=50K
26,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,<=50K
47,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
19,Private,HS-grad,Never-married,Other-service,Own-child,Black,Male,<=50K
20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,<=50K
53,Self-emp-not-inc,10th,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50K
41,Private,5th-6th,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50K
24,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,<=50K
36,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
30,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50K
39,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
30,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
17,Private,10th,Never-married,Other-service,Own-child,White,Male,<=50K
17,Private,12th,Never-married,Sales,Own-child,White,Female,<=50K
35,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,<=50K
36,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<=50K
50,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,<=50K
21,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,<=50K
30,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
29,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
40,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
36,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
46,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
35,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
51,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,>50K
38,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,>50K
30,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,>50K
36,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
43,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
35,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50K
43,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
46,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
41,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
34,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,<=50K
36,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,>50K
46,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
31,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,<=50K
39,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
50,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
26,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,<=50K
34,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,<=50K
41,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
35,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,<=50K
48,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,<=50K
19,Private,Some-college,Never-married,Other-service,Own-child,White,Female,<=50K
21,Private,Some-college,Never-married,Sales,Own-child,White,Female,<=50K
51,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
22,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,<=50K
36,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,>50K
50,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
26,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,<=50K
48,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
26,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,<=50K
19,Private,Some-college,Never-married,Other-service,Own-child,White,Female,<=50K
21,Private,Some-college,Never-married,Other-service,Own-child,White,Female,<=50K
30,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
44,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,>50K
58,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50K
49,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
38,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,>50K
68,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50K
22,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,<=50K
58,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,>50K
33,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
29,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,<=50K
56,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
20,Private,Some-college,Never-married,Transport-moving,Own-child,White,Male,<=50K
17,Private,11th,Never-married,Other-service,Own-child,White,Male,<=50K
35,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
33,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
28,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
26,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,<=50K
23,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
43,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
24,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,<=50K
31,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,<=50K
37,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,>50K
34,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
31,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
19,Private,Some-college,Never-married,Sales,Own-child,White,Female,<=50K
53,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
38,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
52,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
27,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<=50K
29,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,<=50K
36,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
55,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
21,Private,Some-college,Never-married,Tech-support,Own-child,White,Female,<=50K
46,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,>50K
35,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,<=50K
22,Private,Some-college,Never-married,Tech-support,Own-child,White,Male,<=50K
29,Private,Bachelors,Never-married,Sales,Own-child,White,Female,<=50K
32,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
